"Advertiser name",Category,Manufacturer,"Product code","Product name","Product description","Product affiliate link","Product link","Product picture","Price without VAT","Price with VAT","Price with discount, with VAT","Price with discount, without VAT",Currency,"Free shipping",Availability,"Gift included",Size,Adult,Color,Gender,Material,Condition,"Energy efficiency class","Shipping cost","Additional product types","Google product category","Expiration date"
Colorcosmetics.ro,farduri,Almay,ALMAY-414,"Trusa farduri Almay intense i-color - Satin-i for greens",,//profitshare.ro/lps/jwq/K79/?redirect=http%3A%2F%2Fwww.colorcosmetics.ro%2Fochi%2Ffarduri%2Ftrusa-farduri-almay-intense-i-color---satin-i-for-greens.html,http://www.colorcosmetics.ro/ochi/farduri/trusa-farduri-almay-intense-i-color---satin-i-for-greens.html,http://www.colorcosmetics.ro/upload/produse/xxl/trusa-farduri-almay-intense-i-color---satin-i-for-greens2795.jpg,27,27,19.44,19.44,lei,0,in_stock,0,,,,,,,,,,,
Colorcosmetics.ro,farduri,"Body Collection",BCFRD48CUL,"Trusa Farduri Body Collection Classic 48 culori",,//profitshare.ro/lps/jwq/K79/?redirect=http%3A%2F%2Fwww.colorcosmetics.ro%2Fochi%2Ffarduri%2Ftrusa-farduri-body-collection-classic-48-culori.html,http://www.colorcosmetics.ro/ochi/farduri/trusa-farduri-body-collection-classic-48-culori.html,http://www.colorcosmetics.ro/upload/produse/xxl/produs1882.jpg,37,37,31.45,31.45,lei,0,in_stock,0,,,,,,,,,,,
Colorcosmetics.ro,farduri,Almay,ALMAYFRDICCREI-003,"Fard Almay Intense l-Colour + creion dermatograf - Trio for Hazels",,//profitshare.ro/lps/jwq/K79/?redirect=http%3A%2F%2Fwww.colorcosmetics.ro%2Fochi%2Ffarduri%2Ffard-almay-intense-l-colour--creion-dermatograf---trio-for-hazels-2.html,http://www.colorcosmetics.ro/ochi/farduri/fard-almay-intense-l-colour--creion-dermatograf---trio-for-hazels-2.html,http://www.colorcosmetics.ro/upload/produse/xxl/produs1881.jpg,23,23,,,lei,0,in_stock,0,,,,,,,,,,,
Colorcosmetics.ro,lipgloss,"Rimmel London",RIMMELLIPGMR-585,"Lip Gloss crema Rimmel Moisture Renew - Cherry Boost",,//profitshare.ro/lps/jwq/K79/?redirect=http%3A%2F%2Fwww.colorcosmetics.ro%2Fbuze%2Flipgloss%2Flip-gloss-crema-rimmel-moisture-renew---cherry-boost-2.html,http://www.colorcosmetics.ro/buze/lipgloss/lip-gloss-crema-rimmel-moisture-renew---cherry-boost-2.html,http://www.colorcosmetics.ro/upload/produse/xxl/lip-gloss-crema-rimmel-moisture-renew---cherry-boost-23280.jpg,19,19,,,lei,0,in_stock,0,,,,,,,,,,,
Colorcosmetics.ro,"anticearcan / corector",Bourjois,BOURJCONCBC-81,"Corector  Bourjois Brush Concealer - Beige Clair",,//profitshare.ro/lps/jwq/K79/?redirect=http%3A%2F%2Fwww.colorcosmetics.ro%2Ften%2Fanticearcan--corector%2Fcorector-bourjois-brush-concealer---beige-clair.html,http://www.colorcosmetics.ro/ten/anticearcan--corector/corector-bourjois-brush-concealer---beige-clair.html,http://www.colorcosmetics.ro/upload/produse/xxl/corector-bourjois-brush-concealer---beige-clair3079.jpg,29,29,,,lei,0,in_stock,0,,,,,,,,,,,
Colorcosmetics.ro,rujuri,LOreal,LOREALRUJCR-280,"Ruj L Oreal Color Riche - 280",,//profitshare.ro/lps/jwq/K79/?redirect=http%3A%2F%2Fwww.colorcosmetics.ro%2Fbuze%2Frujuri%2Fruj-l-oreal-color-riche---280.html,http://www.colorcosmetics.ro/buze/rujuri/ruj-l-oreal-color-riche---280.html,http://www.colorcosmetics.ro/upload/produse/xxl/ruj-l-oreal-color-riche---2802876.jpg,23,23,,,lei,0,in_stock,0,,,,,,,,,,,
Colorcosmetics.ro,farduri,Almay,ALMAY-411,"Trusa farduri Almay intense i-color - Satin-i for browns",,//profitshare.ro/lps/jwq/K79/?redirect=http%3A%2F%2Fwww.colorcosmetics.ro%2Fochi%2Ffarduri%2Ftrusa-farduri-almay-intense-i-color---satin-i-for-browns.html,http://www.colorcosmetics.ro/ochi/farduri/trusa-farduri-almay-intense-i-color---satin-i-for-browns.html,http://www.colorcosmetics.ro/upload/produse/xxl/trusa-farduri-almay-intense-i-color---satin-i-for-browns3333.jpg,27,27,19.44,19.44,lei,0,in_stock,0,,,,,,,,,,,
Colorcosmetics.ro,"rimel / mascara",Almay,ALMAY-022,"Mascara Almay intense i-color light interplay technology - Brown Topaz",,//profitshare.ro/lps/jwq/K79/?redirect=http%3A%2F%2Fwww.colorcosmetics.ro%2Fochi%2Frimel--mascara%2Fmascara-almay-intense-i-color-light-interplay-technology---brown-topaz.html,http://www.colorcosmetics.ro/ochi/rimel--mascara/mascara-almay-intense-i-color-light-interplay-technology---brown-topaz.html,http://www.colorcosmetics.ro/upload/produse/xxl/mascara-almay-intense-i-color-light-interplay-technology---brown-topaz2797.jpg,27,27,16.20,16.20,lei,0,in_stock,0,,,,,,,,,,,
Colorcosmetics.ro,pudra,"Miss Sporty",MSPORTPUDRSCPP-001,"Pudra Miss Sporty So Clear Pressed Powder – Transparent",,//profitshare.ro/lps/jwq/K79/?redirect=http%3A%2F%2Fwww.colorcosmetics.ro%2Ften%2Fpudra%2Fpudra-miss-sporty-so-clear-pressed-powder--transparent.html,http://www.colorcosmetics.ro/ten/pudra/pudra-miss-sporty-so-clear-pressed-powder--transparent.html,http://www.colorcosmetics.ro/upload/produse/xxl/produs1793.jpg,18,18,,,lei,0,in_stock,0,,,,,,,,,,,
Colorcosmetics.ro,oje,"Calvin Klein",CKOJASC71306,"Oja Calvin Klein Splendid Color Nail polish - Navy Sparkle NOU",,//profitshare.ro/lps/jwq/K79/?redirect=http%3A%2F%2Fwww.colorcosmetics.ro%2Funghii-si-par%2Foje%2Foja-calvin-klein-splendid-color-nail-polish---navy-sparkle-nou.html,http://www.colorcosmetics.ro/unghii-si-par/oje/oja-calvin-klein-splendid-color-nail-polish---navy-sparkle-nou.html,http://www.colorcosmetics.ro/upload/produse/xxl/oja-calvin-klein-splendid-color-nail-polish---navy-sparkle-nou3027.jpg,19,19,,,lei,0,in_stock,0,,,,,,,,,,,
